code,label
3131000400018,Geothermischer Kraftwerksbetreiber/in
3131000500018,Betreiber/in eines Wasserkraftwerks
3131000900018,Betreiber/in von Kernkraftwerken
3131001000018,Kraftwerksbetreiber/in
3131001100018,Betreiber/in von Solarkraftwerken
3131001200018,Betreiber/in von Dampfkraftwerken
3131001300018,Gezeitenkraftwerksbetreiber/in
3131001400018,Betreiber/in von Windenergieanlagen
3131010000000,Kraftwerker/in; Energiemechanist/in; Kraftwerkfacharbeiter/in
3132000100018,Verbrennungsanlage mit Bedienfeld
3132000200018,Wasseraufbereitung des Bedienfeldbedieners
3132000300018,Desilting-Beckenbediener/in
3132000400018,Betreiber/in von Flüssigabfällen
3132000900018,Betreiber/in der Pumpstation
3132001000018,Betreiber/in der Kühlanlage
3132001100018,Abwasseranlagenbetreuer/in
3132001200018,Wasserdamm zart
3132001300018,Wasserfilter Betreiber/in
3132001400018,Betreiber/in des Wasserreservoirs
3132001500018,Betreiber/in der Wasseraufbereitung
3132010000000,Leiter/in Trinkwasseraufbereitung
3132020000000,Betreiber/in einer Kläranlage
3132030000000,MVA-Arbeiter/in
3133000100018,Betreiber/in des Luftkompressors
3133000200018,Betreiber/in von Zementproduktionsanlagen
3133000300018,Chemischer Verfahrenstechniker/in
3133000400018,Chemiker noch Betreiber/in
3133000500018,Chemische Anlage für Bedienfeldbediener/in
3133000600018,Betreiber/in einer Kühlanlage
3133000700018,Betreiber/in des Gaskompressors
3133000800018,Heizungsanlagenbetreuer/in
3133000900018,Maschinenbediener (Einfrieren)
3133001000018,Maschinenbediener (Eisproduktion)
3133001200018,Betreiber/in von Lüftungsgeräten
3133010000000,Aufsichtskraft für eine Verarbeitungsanlage für chemische Produkte
3133030000000,Pharmakant/in
3134000100018,Mixer-Betreiber (Erdöl oder Erdgas)
3134000200018,Bedienfeldbediener für die Kohlegasproduktion
3134000300018,Bedienfeldbediener Erdöl- und Erdgasraffinerie
3134000500018,Betreiber/in einer Paraffinanlage
3134000600018,Betreiber/in von Erdöl- und Erdgasfabriken
3134000700018,Petroleum-Prozessbediener/in
3134000800018,Betreiber/in von Tankstellen (Erdöl oder Erdgas)
3134000900018,Raffinerietechniker/in
3134010000000,Leiter/in einer Erdöl- oder Erdgasraffinerie
3134010120300,Gas Kontrollraum-Betreiber/in
3134020000000,Bediener/in Gaswerk
3135000100018,Aluminiumbediener/in
3135000200018,Hochofenbetreiber/in
3135000300018,Bedienfeld-Hochofen
3135000400018,Schalttafelbediener Metallproduktion
3135000500018,Bedienungspersonal schmelzen
3135000600018,Betreiber/in des Metallofens
3135000700018,Schmelzbetrieb
3135010000000,"Maschinen- und Anlagenführer/in - Metall-, Kunststofftechnik"
3139000100018,Bedienfeld für die Papierherstellung
3139000300018,Industrielle Robotersteuerung
3139010000000,Techniker/in im Bereich sonstiger Prozesssteuerung
3139020000000,Aufsichtskraft Fließbandanlage
3139050000000,Bediener/in von Industrierobotern
3139060000000,Streckenfahrdienstleiter/in Eisenbahn
3139070000000,Streckenfahrdienstleiter/in U-Bahn
3139080000000,Getränkehersteller/in
3139090000000,Verfahrenstechniker/in Milchproduktherstellung
3139100000000,Verfahrenstechniker/in Mehlverarbeitung
3139110000000,Verfahrenstechniker/in Zuckerproduktion
3139120000000,Arbeiter/in in der Zellstoff- oder Papierverarbeitung
3141000100018,Anatomietechniker/in
3141000200018,Bakteriologietechniker/in
3141000300018,Biochemietechniker/in
3141000400018,Biologietechniker/in
3141000500018,Biophysik Techniker/in
3141000600018,Botanik-Techniker/in
3141000700018,Ökologietechniker/in
3141000800018,Genetik-Techniker/in
3141000900018,Herbarium-Techniker/in
3141001000018,Life-Science-Techniker/in
3141002100018,Pharmakologietechniker/in
3141002200018,Physiologietechniker/in
3141002300018,Techniker für Pflanzenzüchtung
3141002400018,Gewebekultur-Techniker/in
3141002500018,Wilder Lebenstechniker/in
3141002600018,Zoologietechniker/in
3141010000000,"Labortechniker/in Biologie, Biotechnologie"
3141020000000,"Labortechniker/in Wasser, Milch, Getränke"
3141030000000,Fischereitechniker/in
3142000100018,Agronomietechniker/in
3142000200018,Aquakulturtechniker/in
3142000300018,Erntetechniker/in
3142000400018,Molkereitechniker/in
3142000500018,Bauerndemonstrator
3142000600018,Blumenzuchttechniker/in
3142002100018,Geflügeltechniker/in
3142002200018,Bodentechniker/in
3142010000000,Landbautechniker/in
3142010000018,Techniker für Feldfrüchte
3142040000000,Florist/in
3142050000000,Gartenbautechniker/in
3142060000000,Landwirtschaftliches Substitut
3143000100018,Baumzuchttechniker/in
3143010000000,Forsttechniker/in
3151010000000,Schiffbautechniker/in
3152000100018,Luftkissenfahrzeug Pilot/in
3152000200018,Marine Deck Superintendent
3152002900018,Hafenkapitän
3152003000016,Zweiter Schiffspilot/in
3152003100018,Schiff navigator/in
3152003200016,Dritter Schiffspilot/in
3152003300018,Yacht skipper/in
3152010000000,Deckoffizier/in
3152020000000,Lotse/Lotsin
3152030000000,Schiffskapitän/in
3152040000013,"Hafenschlepper, Schleppbootkapitän, Lotsenbootskapitän"
3152050000013,Schiffskapitän
3152060000013,Erster Schiffspilot/in
3153000100018,Flugzeugtestpilot/in
3153000200018,Astronaut
3153000300018,Ballonpilot/in
3153000400018,Feldspritze (Antenne)
3153000500018,"Navigator, Flug"
3153000600018,Fluginstruktor/in
3153010000000,"Pilot/in, Co-Pilot/in"
3153020000000,Hubschrauberpilot/in
3154000100018,Betreiber/in von Flugsicherungsausrüstungen
3154010000000,Fluglotse/Fluglotsin
3155010000000,Flugsicherungstechniker/in
3211000100018,Audiometrischer Ausrüstungstechniker/in
3211000200018,Herz Technologe/in
3211000300018,CT-Scantechnologe/in
3211000400018,Dialysetechniker/in
3211000500018,Screener hören
3211000600018,Mammographietechniker/in
3211000700016,Medizinischer Bildtechniker/in
3211000800018,Medizinischer Ultraschalltechniker/in
3211000900018,MRI-Techniker/in
3211001800018,Kardiotechniker/in
3211002100018,Techniker für optische Scanner/in
3211002200018,Technologe für Tomographie
3211010000000,Röntgenassistent/in
3211020000000,Assistent/in am EKG
3211030000000,Assistent/in am EEG
3211060000000,Chirurgie-Assistent
3211070000000,Assistent/in Ultraschalluntersuchung
3211080000000,Röntgenhelfer/in
3211190000000,Technologe/in für Nuklearmedizin
3212000100018,Blutbankentechniker/in
3212000200018,Hämatologietechniker/in
3212000300018,Histologietechniker/in
3212000400018,Labortechniker/in
3212001300018,Pathologietechniker/in
3212010000000,Medizinisch-technische/r Laboratoriumsassistent/in
3212020000000,Techniker/in pathologisches Labor
3212040000000,Labortechniker/in Augen
3213000100018,Apothekentechniker/in
3213010000000,Pharmakologische/r Labortechniker/in
3213020000000,Pharmazeutischer Techniker/in
3213050000000,Pharmazeutisch-kaufmännische/r Assistent/in
3214000100018,Künstlicher Gliedmaßenhersteller/in
3214000200018,Dentaltechniker/in
3214000300018,Zahnersatzhersteller/in
3214000400018,Hörgerätetechniker/in
3214001100018,Hersteller von orthopädischen Geräten
3214001200018,Orthopädische Gerätewerkstatt
3214001300018,Orthopädischer Klammerhersteller/in
3214001400018,Orthopädietechniker/in
3214001500018,Prothesenhersteller/in
3214001600018,Prothesen-Reparateur
3214001700018,Reparaturgerät für chirurgische Geräte
3214010000000,Prothesentechniker/in
3214020000000,Zahntechniker/in
3214030000000,Hersteller/in chirurgischer Geräte
3221000100018,Assistenzkrankenschwester/in
3221000800018,Nicht zertifizierte Krankenschwester/in
3221000900018,Praktische Krankenschwester/in
3221010000000,Schwesternhelfer/in
3221030000000,Betriebskrankenschwester/-pfleger/in
3221040000000,Privatkrankenschwester/-pfleger/in
3221050000000,Schulkrankenschwester/-pfleger/in
3221060000000,Rettungsdiensttechniker/in
3222000100018,Hebamme legen
3222000300018,Geburtshilfe Krankenschwester (nicht zertifiziert)
3222010000000,Hebammenhelfer/in
3230000100018,Akupunktur-Techniker/in
3230000200018,Kräuterheiler/in
3230000300018,Homöopathie-Techniker/in
3230010000000,Naturmediziner/in
3240000400018,Assistenztierarzt/-ärztin
3240000500018,Tierärztliche Krankenschwester/in
3240010000000,tierärztlicher Fachmann
3240020000000,Besamungstechniker/in
3240140000000,tierärztlicher Impfarzt/-ärztin
3251000100018,Zahnärztlicher Schulassistent
3251000200018,Zahnärztliche Therapeut/in
3251010000000,Zahnarzthelfer/in
3251020000000,Zahnhygieniker/in
3252000100018,Klinischer Kodierer/in
3252000200018,Krankheitsregister Techniker/in
3252000300018,Gesundheitsinformationsangestellter/in
3252000400018,Gesundheitsinformationsmanager/in
3252010000000,Angestellte/r der Krankenhausverwaltung
3253000100018,Diabetes Erzieher/in
3253000200018,Drogenlehrer/in
3253001000018,Erzieherin für Eltern
3253010000000,Mitarbeiter/in im öffentlichen Gesundheitsdienst
3254000100018,Kontaktlinsenoptiker/in
3254000200018,Optischer Spender/in
3254010000000,Augenoptiker/in
3255000100018,Akupressur-Therapeut/in
3255000200018,Hydrotherapeut/in
3255000800018,Tellerglas-Installateur/in
3255010000000,physiotherapeutische/r Assistent/in
3255030000000,Massagetherapeut/in
3255040000000,"Masseur, Masseuse"
3256010000000,Medizinischer Assistent
3256020000000,Anästhesieassistent/in
3256030000000,Medizinische/r Fachangestellte/r
3257000100018,Werkssicherheitsinspektor
3257000200018,Inspektor für Lebensmittelhygiene und -sicherheit
3257000300018,Gesundheitsinspektor
3257000400018,Tierbeschauveterinär/in
3257000700018,Umweltverschmutzungsinspektor
3257000800018,Produktsicherheitsinspektor
3257010000000,Umweltinspektor/in
3257020000000,Arbeitsschutzinspektor/in
3257030000000,Arbeitskontrolleur/in
3257040000000,Tierärztlicher Inspektor/in
3257180000000,Hygieneinspektor/in
3257190000000,"Inspektor/in für Gas, Elektrizizät, Wasserwerk"
3257210000013,"Quality, Safety & Health Auditor (QSHE Assessor)"
3257990000000,Qualitätskontrolleur/in / Inspekteur/in für sonstige Produkte
3258000100018,Rettungssanitäter/in
3258010000000,Ambulanzschwester/-pfleger/in
3259000100018,Hilfsberater/in
3259000200018,Anästhetiker/in
3259000300018,Berater für Familienplanung
3259000400018,HIV-Berater/in
3259000500018,Totentechniker/in
3259000900018,Logopädieassistent/in
3259070000000,Kunsttherapeut/in
3311000100018,Obligationenhändler/in
3311000200018,Finanzmakler/in
3311000300018,Finanzmakler-Futures
3311000400018,Finanzhändler/in
3311000500018,Devisenmakler/in
3311000600018,Devisenhändler/in
3311000700018,Leasing-Makler/in
3311000800018,Hypothekenmakler/in
3311001400018,Wertpapiermakler/in
3311030000000,Investitionsmakler/in
3311050000000,Aktienmakler/in
3311060000000,Investitionsberater/in
3312000100018,Abnahmeprüfer Finanzinstitut
3312000200018,Bankkreditverantwortlicher/in
3312000300018,Kreditprüfer/in
3312000400018,"Kreditbeauftragte Bank, Bausparkasse oder Kreditgenossenschaft"
3312000500018,Finanzbeamter/in
3312000600018,Hauskreditoffizier/in
3312000700018,Darlehensgutachter/in
3312000800018,Hypothekenoffizier/in
3312000900018,Hypothekenversicherer/in
3312010000000,"Kreditberater/in, Darlehensberater/in"
3312020000000,Persönliche/r Finanzberater/in
3312030000000,Kreditberater/in
3313000100018,"Assistent, Buchhaltung"
3313000200016,Nationaler Kontomanager/in
3313010000000,Kundenbetreuer/in Privatkunden
3313030000000,Buchhaltungsfachkraft
3313040000000,Buchhalter/in
3313060000000,Kostenveranschlager/in
3313070000000,Gehalts- oder Personalsachbearbeiter/in
3313990000000,Kundenbetreuer/in sonstige Kunden
3314000100018,Versicherungsmathematischer Assistent
3314010000000,Statistikbearbeiter/in
3314020000000,Datenmanager/in Statistik
3314030000000,Mathematisch-technischer Assistent/in
3315000100018,Prüfer für Leistungsansprüche
3315000200018,Versicherungsgutachter/in
3315001000018,Prüfer für Sozialversicherungsansprüche
3315010000000,Gutachter/in Unternehmen
3315020000000,Gutachter/in Schadensfälle
3315030000000,Gutachter/in Immobilien
3315050000000,Prüfer für Versicherungsansprüche
3321000000000,Versicherungsmakler/in
3321000100018,Versicherer/in
3321010000000,Versicherungsvertreter/in
3321020000000,Vesicherungskaufmann/frau
3322000000000,Verkaufsrepräsentant/ine
3322000100018,Kundenkonto-Manager/in
3322000200018,Handelsreisender/in
3322001300018,Reisender Verkäufer/in
3322010000000,Manager/in fürs Ersatzgeschäft
3322020000000,"KFZ Verkäufer/in, Autoverkäufer/in"
3322050000000,Außendienstmitarbeiter/in für Agrarprodukte
3322060000000,Verkaufsrepräsentant/in für chemische Produkte
3322070000000,Außendienstmitarbeiter/in im Tiefbauwesen
3322080000000,Verkaufsrepräsentant/in für Computerausstattung
3322090000000,Außendienstmitarbeiter/in im Gebäudebau
3322100000000,Außendienstmitarbeiter/in für Baumaschinen oder -komponenten
3322110000000,Außendienstmitarbeiter/in für Installationstätigkeiten im Bauwesen
3322120000000,Verkaufsrepräsentant/ für Unterrichtsmaterialien
3322130000000,Außendienstmitarbeiter/in für Elektrogeräte oder -komponenten
3322140000000,Außendienstmitarbeiter/in für Finanzprodukte
3322150000000,"Außendienstmitarbeiter/in für Lebensmittel, Getränke, Tabakprodukte"
3322160000000,"Außendienstmitarbeiter/in für Glas, Glaserzeugnisse"
3322170000000,"Außendienstmitarbeiter/in für Maschinen, Geräte, Fahrzeuge"
3322180000000,Außendienstmitarbeiter/in für Metalprodukte oder -waren
3322210000000,"Außendienstmitarbeiter/in für Kleidung, Lederwaren"
3322220000000,Außendienstmitarbeiter/in für Gummi- oder Kunststoffprodukte
3322230000000,Verkaufsrepräsentant/in für technische Produkte
3322240000000,Kundenbetreuer/in Geschäftskunden
3322990000000,Verkaufsrepräsentant/in für sonstige Produkte
3323000000000,Einkäufer/in
3323000700018,Beschaffungsbeauftragter/in
3323000900018,Versorgungsoffizier/in
3323010000000,Einkäufer/in Agrarprodukte
3323020000000,Einkäufer/inChemieprodukte
3323030000000,Einkäufer/in Computer und DV-Produkte
3323040000000,Einkäufer/in Lehrmaterial
3323050000000,Einkäufer/in Pharmaprodukte
3323060000000,Einkäufer/in Technik
3324000200018,Futures-Broker/in
3324000800018,Textilhändler/in
3324010000000,Handelsmakler/in
3324020000000,"Handelstreibender für Gas, Elektrizität oder Treibstoffe"
3324050000000,Viehhändler/in
3324060000000,Schiffsmakler/in
3331000100018,Frachtagent
3331000200018,Zollagenten
3331000300018,Agent exportieren
3331000400018,Speditionssachbearbeiter/in
3331000500018,Agent importieren
3331010000000,Spediteur/in
3332000100018,Account Manager/in Konferenzen oder Veranstaltungen
3332000200018,Konferenzadministrator
3332000300018,Konferenzplaner/in
3332000400018,Berater für Veranstaltungsmanagement
3332000500018,Eventveranstalter/in
3332000600018,Messeorganisator
3332000700018,Manager/in Hochzeiten Empfang
3332002000018,Protokolloffizier/in
3332002100018,Hochzeitsplaner/in
3332010000000,Konferenz- oder Eventveranstalter/in
3333000100018,Künstlermanager/in
3333002000018,Jugendarbeitsoffizier/in
3333010000000,Sachbearbeiter/in bei der Agentur für Arbeit
3333030000000,Personaldienstleister/in
3333040000000,Künstleragent/in
3333050000000,Sportleragent/in
3334000100016,Leiter/in Wohngebäude
3334002000018,Makler/in (Immobilien)
3334010000000,Immobilienkaufmann/-frau
3334020000000,Immobilienmakler/in
3339000100018,Kunsthändler/in
3339000200018,Literaturagent/in
3339002100018,Angestellte/r einer Sportleragentur
3339002200018,Sportveranstalter/in
3339002300018,Theatermittel
3339002400018,Reiseveranstalter/in
3339010000000,Auktionator/in
3339020000000,Patentanwalt/in
3341000100018,Call-Center Team Manager/in
3341000200018,Call-Center Belegschaftsplaner/in
3341001500018,Supervisor der Mitarbeiter/in
3341010000000,Leitung Vorzimmer/in
3341020000000,Büroleiter/in
3341030000000,Vorarbeiter/in - Büroangestellte für interne Verwaltung
3341040000000,Sekretariatsmitarbeiter/in
3342000100018,Verwaltungsrechtlicher Assistent
3342000200018,Gesetzlicher Stenograph
3342010000000,Anwaltssekretär/in
3343000100018,Korrespondenzassistent
3343000200018,Gerichtsschreiber/in
3343001300018,Verbatim-Reporter/in
3343010000000,Verwaltungssekretär/in
3343020000000,Geschäftsführungssekretär/in
3343040000000,Persönliche/r Assistent/in
3343050000000,Projektassistent/in
3343060000000,Assistent/in der Geschäftsleitung
3344000100018,Assistenz der Verwaltungsärzte
3344000200018,Sekretär/in Arzt/-ärztin
3344000300018,Manager/in Arztpraxis
3344000400018,Krankenversicherungsabrechnung Sekretärin
3344000600018,Medizinischer Stenograf
3344001100018,Krankenpflegerin
3344010000000,Arztsekretär/in
3344010127600,Zahnarztsekretär/in
3351000100018,Grenzwächter/in
3351000200018,Grenzinspektor
3351010000000,Zollmeister/in
3351020000000,GrenzschutzbeamterGrenzschutzbeamtin
3351030000000,Beamter/Beamtin der Einwanderungsbehörde
3351140000000,Beamte/r für Passkontrolle
3352002100018,Steuereintreiber/in
3352002200018,Steuersachbearbeiter/in
3352010000000,Zoll- und Steuerbeamter/Steuerbeamtin
3352020000000,Spendensammler/in / Fundraiser
3352030000000,Steuerberater/in
3352040000000,Beamter(er/in) – Steuerverwaltung / Steuerprüfer / Betriebsprüfer
3353003300018,Renteninspektor
3353003500018,Sozialversicherungsbeauftragter/in
3353010000000,Sachbearbeiter/in für die Bewilligung von Hilfsleistungen
3353020000000,Sachbearbeiter/in für die Bewilligung von Fördergeldern
3354000100018,Lizenzinspektor
3354000200018,Lizenzierungsmanager/in
3354010000000,Beamter/Beamtin für Vergabe von staatlichen Lizenzen
3354020000000,Gewerbeaufsichtsbeamter/Gewerbeaufsichtsbeamtin
3354130000000,Beamte/r für Passausstellung
3354140000000,Beamte/r für Betriebsgenehmigungen
3354150000000,Beamte/r für Baugenehmigungen
3355001500018,Polizei ermittlungsbeamter/in
3355010000000,Polizeiinspektor/in
3355020000000,Kriminalbeamter/Kriminalbeamtin
3355030000000,Leitende/r Kriminalbeamte/r
3355040000000,Ermittlungsbeamter/Ermittlungsbeamtin
3355050000000,Privatdetektiv/in
3359000100018,Inspektor des öffentlichen Dienstes
3359000200018,Konsularbeamter/in
3359000300018,Diplomatischer Kurier/in
3359000400018,Offizielle Wahl
3359000500018,Kontrolleur/in Fischerei
3359000600018,Forstwirtschaftskontrolleur
3359003100016,Offizielles Register/in
3359003200018,Preisen Inspektor/in
3359003400018,Lohnkontrolleur
3359010000000,TÜV-Prüfer/in
3359020000000,Aufsichtsbeamter/Aufsichtsbeamtin für Staatseigentum
3359040000000,Eichbeamter/Eichbeamtin
3359060000000,"Inspektor/in Häfen, Flughäfen, Eisenbahn"
3359070000000,Landwirtschaftsinspektor/in
3359990000000,Bedienstete/r sonstiger staatlicher Körperschaften
3411000200018,Anwaltsassistent/in
3411000300018,Rechtsanwaltsgehilfe
3411001100018,Anwalt des Anwalts
3411001200018,Kaufhausdetektiv
3411010000000,Gerichtsvollzieher/in
3411020000000,Referendar/in am Gericht
3411030000000,Rechtsreferendar/in
3411030127600,Rechtsanwaltsgehilfe/in
3411040000000,Referendar/in
3412000100018,Entwicklungshelfer in der Gemeinschaft
3412000200018,Kriseninterventionsarbeiter/in
3412000300018,Delinquent Mitarbeiter/in
3412000400018,Behindertenarbeiter/in
3412000500018,Arbeiter im Familiendienst
3412000600018,Hausvater (semiprofessionell)
3412000700018,Lehrer/in für Lebenskompetenzen
3412000800018,Unterstützungsarbeiter für psychische Gesundheit
3412007300018,Bewährungshelfer (nicht zertifiziert)
3412007500018,Sozialarbeiter unterstützen
3412007600018,Aufsichtsbehörde für Frauen
3412007700018,Jugendarbeiter/in
3412030000000,Mitarbeiter/in einer Hilfs- oder Wohlfahrtseinrichtung
3412040000018,Anwaltschaft Arbeiter/in
3412140000000,Zivildiener/in
3412990000000,Fachkraft im Bereich Sozialarbeit (Sonstige)
3413000100018,Laienprediger/in
3413000200018,Mönch
3413000300018,Muezzin
3413010000000,Kirchliche/r Mitarbeiter/in
3413010000018,Evangelist
3413020000000,Mitarbeiter/in Rettungsdienst
3413030000000,Gesundbeter/in
3421000100018,Athlet
3421000200018,Basketball-Spieler/in
3421000400018,Boxer/in
3421000600018,Kartenspieler/in
3421000700018,Schachspieler/in
3421000800018,Kämpfer/in
3421000900018,Eiskunstläufer/in
3421001000018,Fußballer/in
3421001100018,Spieler/in
3421001200018,Torwart
3421001300018,Golfspieler/in
3421001400018,Hockey Spieler/in
3421001500018,Jockey
3421001600018,Motorradrennfahrer/in
3421001700018,Muskeln Bodybuilder/in
3421002200018,Pokerspieler/in
3421002400018,Skateboardfahrer
3421002500018,Skirennfahrer/in
3421002600018,Snowboarder/in
3421002700018,Sportturner/in
3421002800018,Sportler/in
3421003000018,Tennisspieler/in
3421003100018,Wrestler/in
3421003200018,Schwimmer/in
3421003300018,Cricketspieler/in
3421003400018,Radfahrer/in
3421003500018,Baseball-Manager/in
3421003600018,Baseballspieler/in
3421003700018,Fussball-Manager/in
3421003800018,Eishockeyspieler/in
3421003900018,Rennfahrer/in
3421004000018,Schlittschuhläufer/in
3421004100018,Ballspieler/in
3421020000000,Berufssportler/in
3422000100018,Athletischer Trainer/in
3422000200018,Billardlehrer/in
3422000300018,Boxtrainer/in
3422000400018,Brückenlehrer/in
3422000500018,Schachlehrer/in
3422000600018,Spiele-Trainer/in
3422000700018,Golftrainer/in
3422000800018,Gynmastik Lehrer/in
3422000900018,Kampfkunsttrainer/in
3422002300018,Wrestling-Trainer/in
3422010000000,Trainer/in
3422020000000,Sportfunktionär/in
3422030000000,Sportschiedsrichter/in
3422040000000,Skitrainer/in
3422050000000,Fachangestellte/r für Bäderbetrieb
3422060000018,Basketball Trainer/in
3422070000018,Fussball Trainer/in
3422080000018,Eishockey Trainer/in
3423000100018,Aerobic Trainer/in
3423000900018,Personal Trainer/in
3423001000018,Körperlicher Trainer/in
3423001100018,Pilates-Lehrer/in
3423001200018,Freizeitpädagoge/in
3423001400018,Tai-Chi-Lehrer/in
3423001500018,Tauchlehrer/in
3423001600016,Yogalehrer/in
3423010000000,Fitness-Trainer/in
3423010000018,Segellehrer/in
3423020000000,Reitlehrer/in
3423040000000,Outdoorreiseleiter/in
3423070000000,Freizeitprogrammbetreuer/in für Kinder
3423080000000,Freizeitprogrammbetreuer/in für Ältere
3423090000000,Freizeitprogrammbetreuer/in für Behinderte
3423100000000,Freizeitprogrammbetreuer/in Ferien
3431000100018,Luftbildfotograf/in
3431000200018,Architekturfotograf/in
3431000300018,Kommerzieller Fotograf/in
3431000400018,Modefotograf/in
3431000500018,Industriefotograf/in
3431000600018,Medizinischer Fotograf/in
3431000700018,Mikrofotograf/in
3431001300018,Berichterstattungsfotograf/in
3431001400018,Fotojournalist
3431001500018,Polizeifotograf/in
3431010000000,Werbefotograf/in
3431020000000,Fotograf/in
3431030000000,"Portrait-, Hochzeits- oder Eventfotograf/in"
3431040000000,Pressefotograf/in
3431990000000,Fotograf/in (Sonstige)
3432000100018,Dekorationsdesigner/in
3432000200018,Schauwerbegestalter/in
3432000300018,Messegestalter/in
3432000400018,Filmdekorateur
3432001100018,Bühnenbildner/in
3432020000000,Raumausstatter/in
3432030000000,Schaufenstergestalter/in
3432040000000,Gestalter/in für visuelles Marketing
3432080000000,"Bühnenbildner/in, Messestand-Designer/in"
3432090000000,"Schaufensterdekorateur/in, Gestalter/in für visuelles Marketing"
3433000300018,Tierpräparator/in
3433010000000,Galerietechniker/in
3433020000000,Museumstechniker/in
3433030000000,Bibliothekstechniker/in
3434000100016,Chef de Partie
3434000200016,Commis Chef
3434000300016,Küchenchef/in
3434001600016,Chefpatissier/in
3434001700018,Saucier/in
3434001900016,Traditioneller Pastrymaker/in
3434010000000,Chefkoch/Chefköchin
3434010200000,Sous-Chef
3435000100016,Assistent für die Animation der Animation
3435000200018,Körperkünstler/in
3435000300018,Broadcasting Floor Manager/in
3435000400018,"Programm-Koordinator, Rundfunk"
3435000500018,Rundfunk-Property-Master/in
3435001700018,"Techniker, Spezialeffekte"
3435001800018,Inspizient/in
3435002000018,Stuntkünstler/in
3435002100018,Stunt-Koordinator
3435002200018,Theatertechniker/in
3435002300018,Theateraufbereiter/in
3435020000018,Tätowierer/in
3435030000000,Drehbuchassistent/in
3435030000018,Zirkuskünstler/in
3435040000000,Lichttechniker/in
3511000100018,"Operator, Computer/in"
3511000200018,High-Speed-Drucker für Computerdrucker/in
3511000300016,IT-Systemadministrator (mittlere Berufsstufe)
3511020000000,Computertechniker/in
3512000100018,Kundendienst-Support: Computertechniker/in
3512000200018,Datenbankassistent/in
3512000300018,Helpdesk-operator/in
3512000400018,IT-Helpdesk-Software-Betreiber/in
3512000500018,IT-Internet-Supporttechniker/in
3512000600018,IT-Software-Installationsprogramm
3512000700018,IT-Software-Supporttechniker/in
3512010000000,IT-Supporttechniker/in
3513000100018,Netzwerk-supporttechniker/in
3513010000000,Computer-Netzwerktechniker/in
3513020000000,Computer-Systemtechniker/in
3513030000000,IT Hardware-Tester/in
3514000100018,Internet-Herausgeber/in
3514000300018,Webentwicklungsbeauftragter/in
3514000400016,Webmaster/in
3514000500018,Administrator/in website
3514000600018,Administrator/in website E-commerce
3514000700018,Website-Manager/in
3514010000000,Webtechniker/in
3514010000018,Web-Redakteur/in
3521000100018,Audiovisuelle Bediener/in
3521000200018,Rundfunktechniker/in
3521000300016,Filmvorführer/in
3521000400018,Bedienfeldbedienfeld
3521000500018,Filmkamerabediener/in
3521000600018,"Produktionsassistent, Medien"
3521000700018,Mikrofonbediener/in
3521002100018,Operator-TV-Audiogeräte
3521002200018,Operator Fernsehstudioausrüstung
3521002300018,Audioeditor/in
3521002400018,Tontechniker/in
3521002500018,Studio Tontechniker (Fernsehen)
3521002600018,Fernsehkamerabediener/in
3521002700018,Videokamerabedienung
3521002800018,Videotechniker/in
3521002900018,Sichtmischer/in
3521010000000,Übertragungstechniker/in
3521030000000,Kameramann/frau
3521040000000,Leitstandbediener/in
3521050000000,Synchronisationstechniker/in
3521070000000,Licht- oder Tonmischer/in (Bühne)
3521120000000,Aufnahmetechniker/in
3521130000000,Tonmeister/in
3521140000000,Tonassistent/in
3521150000000,Kommunikationselektroniker/in Funktechnik
3522000100018,Flugfunker/in
3522000200018,Landgestützter Funker/in
3522000300018,Morsecode-Operator
3522000800018,Betreiber/in von Telekommunikationsgeräten
3522000900018,Telegraphentechniker/in
3522001000018,Telefontechniker/in
3522010000000,Telekommunikationstechniker/in
3522020000000,Luftfahrtelektroniker/in
3522030000000,Radarbeobachter/in
4110000200016,Forstverwaltungsbeamter/in
4110030000000,Bankkaufmann/-frau (Verwaltung)
4110040000000,"Mitarbeiter/in Marketing, Vertriebsmitarbeiter"
4110050000000,Bürokaufmann/frau
4110060000000,Mitarbeiter/in Einkauf
4110070000000,Mitarbeiter/in Öffentlichkeitsarbeit
4110090000000,Verwaltungsangestellte/r
4120000600018,Schreibsekretärin
4120000700018,Sekretärin für die Textverarbeitung
4120020000000,Protokollführer/in
4120040000000,Teamassistent/in oder Abteilungssekretär/in
4120050000000,Sekretariatssachbearbeiter/in
4120060000000,Sekretär/in
4120070000000,Lektoratsassistent/in
4120070127600,Verlagsangestellte/r
4120990000000,Sonstige Sekretariatsarbeiten
4131000200018,Stenograf/in
4131000300018,Telefax-Angestellter/in
4131000400018,Telegraphenschreiber/in
4131000500018,Telex-Angestellter/in
4131000600018,Stenograph schreiben
4131000700016,Schreibkraft
4131000800018,Textverarbeitungsoperator
4132000200018,Buchhalter Maschinensekretär
4132000300018,Rechnungsbeamter/in
4132010000000,Sachbearbeiter/in Dateneingabe
4211000100018,"Kassier, Bank"
4211000200018,Wechselstubenkassier/in
4211010000000,Schaltermitarbeiter/in in Bank
4211020000000,Schalterangestellte/r
4211030000000,Geldwechsler/in
4211040000000,Postangestellte/r im Schalterdienst
4212010000000,Buchmacher/in
4212020000000,Croupier/-ère
4212030000000,Buchmacherangestellte/r
4212040000000,Casinoangestellte/r
4212050000000,Wettbüroangestellte/r
